gender,event,medal,athlete,abb,country,grp_id,type,year,guide
Men,100 m Freestyle S14,Gold,HOUTSMA Alwin,NED,Netherlands,,Swimming,2000,
Men,200 m Freestyle S3,Gold,DAUTRESIRE Gaetan,FRA,France,,Swimming,2000,
Men,200 m Freestyle S4,Gold,ORIBE Richard,ESP,Spain,,Swimming,2000,
Men,200 m Freestyle S5,Gold,RODRIGUEZ Sebastian,ESP,Spain,,Swimming,2000,
Men,200 m Freestyle S14,Gold,KOLACKOVSKY Pavol,SVK,Slovakia,,Swimming,2000,
Men,400 m Freestyle S6,Gold,ANDERSEN Peter Lund,DEN,Denmark,,Swimming,2000,
Men,400 m Freestyle S7,Gold,BOOTH Dean,NZL,New Zealand,,Swimming,2000,
Men,400 m Freestyle S8,Gold,WENING Jason,USA,United States of America,,Swimming,2000,
Men,400 m Freestyle S9,Gold,SERRANO Jaime,ESP,Spain,,Swimming,2000,
Men,400 m Freestyle S10,Gold,GAGNON Philippe,CAN,Canada,,Swimming,2000,
Men,400 m Freestyle S12,Gold,HARDY Jeffrey,AUS,Australia,,Swimming,2000,
Men,400 m Freestyle S13,Gold,FLORIANO Enrique,ESP,Spain,,Swimming,2000,
Men,50 m Backstroke S2,Gold,LOPEZ Hector,ESP,Spain,,Swimming,2000,
Men,50 m Backstroke S3,Gold,KOVAR Martin,CZE,Czechia,,Swimming,2000,
Men,50 m Backstroke S4,Gold,REYES Juan Ignacio,Mex,Mexico,,Swimming,2000,
Men,50 m Backstroke S5,Gold,VERECZKEI Zsolt,HUN,Hungary,,Swimming,2000,
Men,100 m Backstroke S6,Gold,PURDY Adam,CAN,Canada,,Swimming,2000,
Men,100 m Backstroke S7,Gold,LINDSAY Andrew,GBR,United Kingdom,,Swimming,2000,
Men,100 m Backstroke S8,Gold,MALONE David,IRL,Ireland,,Swimming,2000,
Men,100 m Backstroke S8,Gold,KIMMIG Holger,GER,Germany,,Swimming,2000,
Men,100 m Backstroke S9,Gold,CRISP James,GBR,United Kingdom,,Swimming,2000,
Men,100 m Backstroke S10,Gold,MAIK Maciej,POL,Poland,,Swimming,2000,
Men,100 m Backstroke S11,Gold,KELLY Daniel,USA,United States of America,,Swimming,2000,
Men,100 m Backstroke S12,Gold,SAKAI Yoshikazu,JPN,Japan,,Swimming,2000,
Men,100 m Backstroke S13,Gold,WU Walter,CAN,Canada,,Swimming,2000,
Men,100 m Backstroke S14,Gold,SANTA Krisztian,HUN,Hungary,,Swimming,2000,
Men,50 m Breaststroke SB2,Gold,CASTORENA Jose Arnulfo,Mex,Mexico,,Swimming,2000,
Men,50 m Breaststroke SB3,Gold,LUQUE Miguel,ESP,Spain,,Swimming,2000,
Men,100 m Breaststroke SB4,Gold,TEN Ricardo,ESP,Spain,,Swimming,2000,
Men,100 m Breaststroke SB5,Gold,ENGEL Kasper,NED,Netherlands,,Swimming,2000,
Men,100 m Breaststroke SB6,Gold,MOHR Travis,USA,United States of America,,Swimming,2000,
Men,100 m Breaststroke SB7,Gold,KINDRED Sascha,GBR,United Kingdom,,Swimming,2000,
Men,100 m Breaststroke SB8,Gold,ULVANG Rune,NOR,Norway,,Swimming,2000,
Men,100 m Breaststroke SB9,Gold,BARNETT Paul,AUS,Australia,,Swimming,2000,
Men,100 m Breaststroke SB11,Gold,MASHCHENKO Oleksandr,UKR,Ukraine,,Swimming,2000,
Men,100 m Breaststroke SB12,Gold,BUGARIN Kingsley,AUS,Australia,,Swimming,2000,
Men,100 m Breaststroke SB13,Gold,PEDERSEN Noel,NOR,Norway,,Swimming,2000,
Men,100 m Breaststroke SB14,Gold,HOUTSMA Alwin,NED,Netherlands,,Swimming,2000,
Men,50 m Butterfly S4,Gold,DOUNGKAEW Somchai,THA,Thailand,,Swimming,2000,
Men,50 m Butterfly S5,Gold,HE Junquan,CHN,China,,Swimming,2000,
Men,50 m Butterfly S6,Gold,VIDAL Daniel,ESP,Spain,,Swimming,2000,
Men,50 m Butterfly S7,Gold,ANDRYUSHIN Yuriy,UKR,Ukraine,,Swimming,2000,
Men,50 m Butterfly S14,Gold,HOUTSMA Alwin,NED,Netherlands,,Swimming,2000,
Men,100 m Butterfly S8,Gold,LONG Giles,GBR,United Kingdom,,Swimming,2000,
Men,100 m Butterfly S9,Gold,COLLADO Jesus,ESP,Spain,,Swimming,2000,
Men,100 m Butterfly S10,Gold,CUNDY Jody,GBR,United Kingdom,,Swimming,2000,
Men,100 m Butterfly S12,Gold,MAKARAU Raman,BLR,Belarus,,Swimming,2000,
Men,100 m Butterfly S13,Gold,WU Walter,CAN,Canada,,Swimming,2000,
Men,150 m Medley SM3,Gold,REYES Juan Ignacio,Mex,Mexico,,Swimming,2000,
Men,150 m Medley SM4,Gold,TORRES Javier,ESP,Spain,,Swimming,2000,
Men,200 m Medley SM5,Gold,CIMADEVILLA Pablo,ESP,Spain,,Swimming,2000,
Men,200 m Medley SM6,Gold,KINDRED Sascha,GBR,United Kingdom,,Swimming,2000,
Men,200 m Medley SM7,Gold,LINDMANN Eric,FRA,France,,Swimming,2000,
Men,200 m Medley SM8,Gold,TIAN Hengheng,CHN,China,,Swimming,2000,
Men,200 m Medley SM9,Gold,CRISP James,GBR,United Kingdom,,Swimming,2000,
Men,200 m Medley SM10,Gold,HUOT Benoit,CAN,Canada,,Swimming,2000,
Men,200 m Medley SM11,Gold,KELLY Daniel,USA,United States of America,,Swimming,2000,
Men,200 m Medley SM12,Gold,BUGARIN Kingsley,AUS,Australia,,Swimming,2000,
Men,200 m Medley SM13,Gold,FLORIANO Enrique,ESP,Spain,,Swimming,2000,
Men,200 m Medley SM14,Gold,HOUTSMA Alwin,NED,Netherlands,,Swimming,2000,
Women,50 m Freestyle S2,Gold,BROADRIBB Victoria,GBR,United Kingdom,,Swimming,2000,
Women,50 m Freestyle S3,Gold,HOFFMANOVA Jana,CZE,Czechia,,Swimming,2000,
Women,50 m Freestyle S4,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2000,
Women,50 m Freestyle S5,Gold,HESS Beatrice,FRA,France,,Swimming,2000,
Women,50 m Freestyle S6,Gold,GONZALEZ Doramitzi,Mex,Mexico,,Swimming,2000,
Women,50 m Freestyle S7,Gold,CAMPO Danielle,CAN,Canada,,Swimming,2000,
Women,50 m Freestyle S8,Gold,LEYBOVITCH Keren Or,ISR,Israel,,Swimming,2000,
Women,50 m Freestyle S9,Gold,STENGER Ricka,DEN,Denmark,,Swimming,2000,
Women,50 m Freestyle S10,Gold,SLOAN Jessica,CAN,Canada,,Swimming,2000,
Women,50 m Freestyle S11,Gold,SUGIMORI Fabiana,BRA,Brazil,,Swimming,2000,
Women,50 m Freestyle S12,Gold,ZHU Hongyan,CHN,China,,Swimming,2000,
Women,50 m Freestyle S13,Gold,SCOTT Elizabeth,USA,United States of America,,Swimming,2000,
Women,50 m Freestyle S14,Gold,PATON Siobhan,AUS,Australia,,Swimming,2000,
Women,100 m Freestyle S2,Gold,BERRY Mairead,IRL,Ireland,,Swimming,2000,
Women,100 m Freestyle S3,Gold,VALLE Patricia,Mex,Mexico,,Swimming,2000,
Women,100 m Freestyle S4,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2000,
Women,100 m Freestyle S5,Gold,HESS Beatrice,FRA,France,,Swimming,2000,
Women,100 m Freestyle S6,Gold,POPOVICH Erin,USA,United States of America,,Swimming,2000,
Women,100 m Freestyle S7,Gold,CAMPO Danielle,CAN,Canada,,Swimming,2000,
Women,100 m Freestyle S8,Gold,LEYBOVITCH Keren Or,ISR,Israel,,Swimming,2000,
Women,100 m Freestyle S9,Gold,DIXON Stephanie,CAN,Canada,,Swimming,2000,
Women,100 m Freestyle S10,Gold,SLOAN Jessica,CAN,Canada,,Swimming,2000,
Women,100 m Freestyle S11,Gold,GARCIA Anais,ESP,Spain,,Swimming,2000,
Women,100 m Freestyle S12,Gold,ZHU Hongyan,CHN,China,,Swimming,2000,
Women,100 m Freestyle S13,Gold,SCOTT Elizabeth,USA,United States of America,,Swimming,2000,
Women,100 m Freestyle S14,Gold,PATON Siobhan,AUS,Australia,,Swimming,2000,
Women,200 m Freestyle S4,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2000,
Women,200 m Freestyle S5,Gold,HESS Beatrice,FRA,France,,Swimming,2000,
Women,200 m Freestyle S14,Gold,PATON Siobhan,AUS,Australia,,Swimming,2000,
Women,400 m Freestyle S6,Gold,BROOKS Stephanie,USA,United States of America,,Swimming,2000,
Women,400 m Freestyle S7,Gold,REYNOLDS Lauren,USA,United States of America,,Swimming,2000,
Women,400 m Freestyle S8,Gold,COOPER Priya,AUS,Australia,,Swimming,2000,
Women,400 m Freestyle S9,Gold,DIXON Stephanie,CAN,Canada,,Swimming,2000,
Women,400 m Freestyle S10,Gold,DASHWOOD Gemma,AUS,Australia,,Swimming,2000,
Women,400 m Freestyle S11,Gold,GARCIA Anais,ESP,Spain,,Swimming,2000,
Women,400 m Freestyle S12,Gold,EASTER Melanie,GBR,United Kingdom,,Swimming,2000,
Women,50 m Backstroke S2,Gold,CARRACELAS Sara,ESP,Spain,,Swimming,2000,
Women,50 m Backstroke S3,Gold,CONRADI Annke,GER,Germany,,Swimming,2000,
Women,50 m Backstroke S4,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2000,
Women,50 m Backstroke S5,Gold,HESS Beatrice,FRA,France,,Swimming,2000,
Women,50 m Backstroke S14,Gold,PATON Siobhan,AUS,Australia,,Swimming,2000,
Women,100 m Backstroke S6,Gold,GONZALEZ Doramitzi,Mex,Mexico,,Swimming,2000,
Women,100 m Backstroke S7,Gold,HAKONARDOTTIR Kristin,ISL,Iceland,,Swimming,2000,
Women,100 m Backstroke S8,Gold,LEYBOVITCH Keren Or,ISR,Israel,,Swimming,2000,
Women,100 m Backstroke S9,Gold,DIXON Stephanie,CAN,Canada,,Swimming,2000,
Women,100 m Backstroke S10,Gold,NORRIS Karen,USA,United States of America,,Swimming,2000,
Women,100 m Backstroke S11,Gold,DONG Qiming,CHN,China,,Swimming,2000,
Women,100 m Backstroke S12,Gold,ZHU Hongyan,CHN,China,,Swimming,2000,
Women,50 m Breaststroke SB3,Gold,MCELENY Margaret,GBR,United Kingdom,,Swimming,2000,
Women,50 m Breaststroke SB14,Gold,KUMPOSTOVA Ivana,CZE,Czechia,,Swimming,2000,
Women,100 m Breaststroke SB5,Gold,POPOVICH Erin,USA,United States of America,,Swimming,2000,
Women,100 m Breaststroke SB6,Gold,GREEN Judith,AUS,Australia,,Swimming,2000,
Women,100 m Breaststroke SB7,Gold,HAKONARDOTTIR Kristin,ISL,Iceland,,Swimming,2000,
Women,100 m Breaststroke SB8,Gold,EGEBORG Sisse Grynet,DEN,Denmark,,Swimming,2000,
Women,100 m Breaststroke SB9,Gold,SLOAN Jessica,CAN,Canada,,Swimming,2000,
Women,100 m Breaststroke SB12,Gold,FONT Deborah,ESP,Spain,,Swimming,2000,
Women,100 m Breaststroke SB13,Gold,COTE Kirby,CAN,Canada,,Swimming,2000,
Women,50 m Butterfly S5,Gold,HESS Beatrice,FRA,France,,Swimming,2000,
Women,50 m Butterfly S6,Gold,POPOVICH Erin,USA,United States of America,,Swimming,2000,
Women,50 m Butterfly S7,Gold,WALKER Elisabeth,CAN,Canada,,Swimming,2000,
Women,50 m Butterfly S14,Gold,PATON Siobhan,AUS,Australia,,Swimming,2000,
Women,100 m Butterfly S8,Gold,VAN AMELSVOORT Syreeta,NED,Netherlands,,Swimming,2000,
Women,100 m Butterfly S9,Gold,JENNINGS Emily,GBR,United Kingdom,,Swimming,2000,
Women,100 m Butterfly S12,Gold,ZHU Hongyan,CHN,China,,Swimming,2000,
Women,150 m Medley SM4,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2000,
Women,200 m Medley SM6,Gold,HESS Beatrice,FRA,France,,Swimming,2000,
Women,200 m Medley SM7,Gold,WALKER Elisabeth,CAN,Canada,,Swimming,2000,
Women,200 m Medley SM8,Gold,PASZTORY Dora,HUN,Hungary,,Swimming,2000,
Women,200 m Medley SM9,Gold,STENGER Ricka,DEN,Denmark,,Swimming,2000,
Women,200 m Medley SM10,Gold,SLOAN Jessica,CAN,Canada,,Swimming,2000,
Women,200 m Medley SM11,Gold,DONG Qiming,CHN,China,,Swimming,2000,
Women,200 m Medley SM12,Gold,ZHU Hongyan,CHN,China,,Swimming,2000,
Women,200 m Medley SM13,Gold,COTE Kirby,CAN,Canada,,Swimming,2000,
Women,200 m Medley SM14,Gold,PATON Siobhan,AUS,Australia,,Swimming,2000,
Men,4x50 m Freestyle 20 pts,Gold,ORIBE Richard,ESP,Spain,1.0,Swimming,2000,
Men,4x100 m Freestyle 34 pts,Gold,ROBERTS David,GBR,United Kingdom,1.0,Swimming,2000,
Men,4x100 m Freestyle S14,Gold,DONACHIE Patrick,AUS,Australia,1.0,Swimming,2000,
Men,4x50 m Medley 20 pts,Gold,GIL Vicente,ESP,Spain,1.0,Swimming,2000,
Men,4x50 m Medley S14,Gold,MAJER Gabor,HUN,Hungary,1.0,Swimming,2000,
Men,4x100 m Medley 34 pts,Gold,PURDY Adam,CAN,Canada,1.0,Swimming,2000,
Men,4x100 m Medley S11-13,Gold,KAWAI Junichi,JPN,Japan,1.0,Swimming,2000,
Women,4x50 m Freestyle 20 pts,Gold,FUJITA Takako,JPN,Japan,1.0,Swimming,2000,
Women,4x100 m Freestyle 34 pts,Gold,CAMPO Danielle,CAN,Canada,1.0,Swimming,2000,
Women,4x50 m Medley 20 pts,Gold,HESS Beatrice,FRA,France,1.0,Swimming,2000,
Men,50 m Freestyle S1,Gold,MAMISTALOV Izhak,ISR,Israel,,Swimming,2004,
Men,50 m Freestyle S2,Gold,ANDERSON James,GBR,United Kingdom,,Swimming,2004,
Men,50 m Freestyle S3,Gold,KOVAR Martin,CZE,Czechia,,Swimming,2004,
Men,50 m Freestyle S4,Gold,SILVA Clodoaldo,BRA,Brazil,,Swimming,2004,
Men,50 m Freestyle S5,Gold,RODRIGUEZ Sebastian,ESP,Spain,,Swimming,2004,
Men,50 m Freestyle S6,Gold,YIN Jianhua,CHN,China,,Swimming,2004,
Men,50 m Freestyle S7,Gold,ROBERTS David,GBR,United Kingdom,,Swimming,2004,
Men,50 m Freestyle S8,Gold,WANG Xiaofu,CHN,China,,Swimming,2004,
Men,50 m Freestyle S9,Gold,XIONG Xiaoming,CHN,China,,Swimming,2004,
Men,50 m Freestyle S10,Gold,HUOT Benoit,CAN,Canada,,Swimming,2004,
Men,50 m Freestyle S11,Gold,KAWAI Junichi,JPN,Japan,,Swimming,2004,
Men,50 m Freestyle S12,Gold,ALEKSYEYEV Dmytro,UKR,Ukraine,,Swimming,2004,
Men,50 m Freestyle S13,Gold,STROKIN Andrei,RUS,Russia,,Swimming,2004,
Men,100 m Freestyle S1,Gold,MAMISTALOV Izhak,ISR,Israel,,Swimming,2004,
Men,100 m Freestyle S2,Gold,ANDERSON James,GBR,United Kingdom,,Swimming,2004,
Men,100 m Freestyle S3,Gold,KOVAR Martin,CZE,Czechia,,Swimming,2004,
Men,100 m Freestyle S4,Gold,SILVA Clodoaldo,BRA,Brazil,,Swimming,2004,
Men,100 m Freestyle S5,Gold,RODRIGUEZ Sebastian,ESP,Spain,,Swimming,2004,
Men,100 m Freestyle S6,Gold,YIN Jianhua,CHN,China,,Swimming,2004,
Men,100 m Freestyle S7,Gold,ROBERTS David,GBR,United Kingdom,,Swimming,2004,
Men,100 m Freestyle S8,Gold,AUSTIN Benoit,AUS,Australia,,Swimming,2004,
Men,100 m Freestyle S9,Gold,COWDREY Matthew,AUS,Australia,,Swimming,2004,
Men,100 m Freestyle S10,Gold,HUOT Benoit,CAN,Canada,,Swimming,2004,
Men,100 m Freestyle S11,Gold,SMYRNOV Viktor,UKR,Ukraine,,Swimming,2004,
Men,100 m Freestyle S12,Gold,MAKARAU Raman,BLR,Belarus,,Swimming,2004,
Men,100 m Freestyle S13,Gold,STROKIN Andrei,RUS,Russia,,Swimming,2004,
Men,200 m Freestyle S2,Gold,ANDERSON James,GBR,United Kingdom,,Swimming,2004,
Men,200 m Freestyle S3,Gold,KOVAR Martin,CZE,Czechia,,Swimming,2004,
Men,200 m Freestyle S4,Gold,SILVA Clodoaldo,BRA,Brazil,,Swimming,2004,
Men,200 m Freestyle S5,Gold,RODRIGUEZ Sebastian,ESP,Spain,,Swimming,2004,
Men,400 m Freestyle S6,Gold,OLSSON Anders,SWE,Sweden,,Swimming,2004,
Men,400 m Freestyle S7,Gold,ROBERTS David,GBR,United Kingdom,,Swimming,2004,
Men,400 m Freestyle S8,Gold,BURKARD Christoph,GER,Germany,,Swimming,2004,
Men,400 m Freestyle S9,Gold,PROUT Michael,USA,United States of America,,Swimming,2004,
Men,400 m Freestyle S10,Gold,HUOT Benoit,CAN,Canada,,Swimming,2004,
Men,400 m Freestyle S11,Gold,SMYRNOV Viktor,UKR,Ukraine,,Swimming,2004,
Men,400 m Freestyle S12,Gold,PUNKO Sergey,BLR,Belarus,,Swimming,2004,
Men,400 m Freestyle S13,Gold,WU Walter,CAN,Canada,,Swimming,2004,
Men,50 m Backstroke S1,Gold,TAMPAXIS Christos,GRE,Greece,,Swimming,2004,
Men,50 m Backstroke S2,Gold,ANDERSON James,GBR,United Kingdom,,Swimming,2004,
Men,50 m Backstroke S3,Gold,DU Jianping,CHN,China,,Swimming,2004,
Men,50 m Backstroke S4,Gold,REYES Juan Ignacio,Mex,Mexico,,Swimming,2004,
Men,50 m Backstroke S5,Gold,HE Junquan,CHN,China,,Swimming,2004,
Men,100 m Backstroke S6,Gold,PLOTNIKOV Igor,RUS,Russia,,Swimming,2004,
Men,100 m Backstroke S7,Gold,LINDSAY Andrew,GBR,United Kingdom,,Swimming,2004,
Men,100 m Backstroke S8,Gold,MOHR Travis,USA,United States of America,,Swimming,2004,
Men,100 m Backstroke S9,Gold,PERRY Jarrett,USA,United States of America,,Swimming,2004,
Men,100 m Backstroke S10,Gold,ZOOK Justin,USA,United States of America,,Swimming,2004,
Men,100 m Backstroke S11,Gold,SMYRNOV Viktor,UKR,Ukraine,,Swimming,2004,
Men,100 m Backstroke S12,Gold,MAKARAU Raman,BLR,Belarus,,Swimming,2004,
Men,100 m Backstroke S13,Gold,TAIGANIDIS Charalampos,GRE,Greece,,Swimming,2004,
Men,50 m Breaststroke SB2,Gold,CASTORENA Jose Arnulfo,Mex,Mexico,,Swimming,2004,
Men,50 m Breaststroke SB3,Gold,LUQUE Miguel,ESP,Spain,,Swimming,2004,
Men,100 m Breaststroke SB4,Gold,PINARD Pascal,FRA,France,,Swimming,2004,
Men,100 m Breaststroke SB5,Gold,SLATTERY Tadhg,RSA,South Africa,,Swimming,2004,
Men,100 m Breaststroke SB6,Gold,DUKE Gareth,GBR,United Kingdom,,Swimming,2004,
Men,100 m Breaststroke SB7,Gold,KINDRED Sascha,GBR,United Kingdom,,Swimming,2004,
Men,100 m Breaststroke SB8,Gold,KALYNA Andriy,UKR,Ukraine,,Swimming,2004,
Men,100 m Breaststroke SB9,Gold,POLINE Dmitri,RUS,Russia,,Swimming,2004,
Men,100 m Breaststroke SB11,Gold,MASHCHENKO Oleksandr,UKR,Ukraine,,Swimming,2004,
Men,100 m Breaststroke SB12,Gold,ALEKSYEYEV Dmytro,UKR,Ukraine,,Swimming,2004,
Men,100 m Breaststroke SB13,Gold,STROKIN Andrei,RUS,Russia,,Swimming,2004,
Men,100 m Breaststroke SB13,Gold,CLAUSNER Daniel,GER,Germany,,Swimming,2004,
Men,50 m Butterfly S4,Gold,SILVA Clodoaldo,BRA,Brazil,,Swimming,2004,
Men,50 m Butterfly S5,Gold,HE Junquan,CHN,China,,Swimming,2004,
Men,50 m Butterfly S6,Gold,LI Peng,CHN,China,,Swimming,2004,
Men,50 m Butterfly S7,Gold,TIAN Rong,CHN,China,,Swimming,2004,
Men,100 m Butterfly S8,Gold,WANG Xiaofu,CHN,China,,Swimming,2004,
Men,100 m Butterfly S9,Gold,COLLADO Jesus,ESP,Spain,,Swimming,2004,
Men,100 m Butterfly S10,Gold,HUOT Benoit,CAN,Canada,,Swimming,2004,
Men,100 m Butterfly S11,Gold,SMYRNOV Viktor,UKR,Ukraine,,Swimming,2004,
Men,100 m Butterfly S12,Gold,MAKARAU Raman,BLR,Belarus,,Swimming,2004,
Men,100 m Butterfly S13,Gold,TAIGANIDIS Charalampos,GRE,Greece,,Swimming,2004,
Men,150 m Individual Medley SM3,Gold,DU Jianping,CHN,China,,Swimming,2004,
Men,150 m Individual Medley SM4,Gold,SILVA Clodoaldo,BRA,Brazil,,Swimming,2004,
Men,200 m Individual Medley SM5,Gold,HE Junquan,CHN,China,,Swimming,2004,
Men,200 m Individual Medley SM6,Gold,KINDRED Sascha,GBR,United Kingdom,,Swimming,2004,
Men,200 m Individual Medley SM7,Gold,GARCIA Rudy,USA,United States of America,,Swimming,2004,
Men,200 m Individual Medley SM8,Gold,WANG Xiaofu,CHN,China,,Swimming,2004,
Men,200 m Individual Medley SM9,Gold,COWDREY Matthew,AUS,Australia,,Swimming,2004,
Men,200 m Individual Medley SM10,Gold,HUOT Benoit,CAN,Canada,,Swimming,2004,
Men,200 m Individual Medley SM11,Gold,SMYRNOV Viktor,UKR,Ukraine,,Swimming,2004,
Men,200 m Individual Medley SM12,Gold,PUNKO Sergey,BLR,Belarus,,Swimming,2004,
Men,200 m Individual Medley SM13,Gold,CLAUSNER Daniel,GER,Germany,,Swimming,2004,
Women,50 m Freestyle S2,Gold,CARRACELAS Sara,ESP,Spain,,Swimming,2004,
Women,50 m Freestyle S3,Gold,VALLE Patricia,Mex,Mexico,,Swimming,2004,
Women,50 m Freestyle S4,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2004,
Women,50 m Freestyle S5,Gold,AKOPYAN Olena,UKR,Ukraine,,Swimming,2004,
Women,50 m Freestyle S6,Gold,GONZALEZ Doramitzi,Mex,Mexico,,Swimming,2004,
Women,50 m Freestyle S7,Gold,POPOVICH Erin,USA,United States of America,,Swimming,2004,
Women,50 m Freestyle S8,Gold,DRABSCH Cecilie,NOR,Norway,,Swimming,2004,
Women,50 m Freestyle S9,Gold,DU TOIT Natalie,RSA,South Africa,,Swimming,2004,
Women,50 m Freestyle S10,Gold,POLINARIO Anne Cecile,CAN,Canada,,Swimming,2004,
Women,50 m Freestyle S11,Gold,SUGIMORI Fabiana,BRA,Brazil,,Swimming,2004,
Women,50 m Freestyle S12,Gold,ZHU Hongyan,CHN,China,,Swimming,2004,
Women,50 m Freestyle S13,Gold,COTE Kirby,CAN,Canada,,Swimming,2004,
Women,100 m Freestyle S2,Gold,CARRACELAS Sara,ESP,Spain,,Swimming,2004,
Women,100 m Freestyle S3,Gold,VALLE Patricia,Mex,Mexico,,Swimming,2004,
Women,100 m Freestyle S4,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2004,
Women,100 m Freestyle S5,Gold,PERALES Teresa,ESP,Spain,,Swimming,2004,
Women,100 m Freestyle S6,Gold,GONZALEZ Doramitzi,Mex,Mexico,,Swimming,2004,
Women,100 m Freestyle S7,Gold,POPOVICH Erin,USA,United States of America,,Swimming,2004,
Women,100 m Freestyle S8,Gold,LONG Jessica,USA,United States of America,,Swimming,2004,
Women,100 m Freestyle S9,Gold,DU TOIT Natalie,RSA,South Africa,,Swimming,2004,
Women,100 m Freestyle S10,Gold,POLINARIO Anne Cecile,CAN,Canada,,Swimming,2004,
Women,100 m Freestyle S11,Gold,GARCIA Anais,ESP,Spain,,Swimming,2004,
Women,100 m Freestyle S12,Gold,ZHU Hongyan,CHN,China,,Swimming,2004,
Women,100 m Freestyle S13,Gold,COTE Kirby,CAN,Canada,,Swimming,2004,
Women,200 m Freestyle S4,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2004,
Women,200 m Freestyle S5,Gold,HESS Beatrice,FRA,France,,Swimming,2004,
Women,400 m Freestyle S6,Gold,GONZALEZ Doramitzi,Mex,Mexico,,Swimming,2004,
Women,400 m Freestyle S7,Gold,WOLFENDEN Chantel,AUS,Australia,,Swimming,2004,
Women,400 m Freestyle S8,Gold,LONG Jessica,USA,United States of America,,Swimming,2004,
Women,400 m Freestyle S9,Gold,DU TOIT Natalie,RSA,South Africa,,Swimming,2004,
Women,400 m Freestyle S10,Gold,PAWLIK Katarzyna,POL,Poland,,Swimming,2004,
Women,400 m Freestyle S12,Gold,GARCIA-ARCICOLLAR Ana,ESP,Spain,,Swimming,2004,
Women,400 m Freestyle S13,Gold,COTE Kirby,CAN,Canada,,Swimming,2004,
Women,50 m Backstroke S2,Gold,CARRACELAS Sara,ESP,Spain,,Swimming,2004,
Women,50 m Backstroke S3,Gold,CONRADI Annke,GER,Germany,,Swimming,2004,
Women,50 m Backstroke S4,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2004,
Women,50 m Backstroke S5,Gold,HLAVACKOVA Bela,CZE,Czechia,,Swimming,2004,
Women,100 m Backstroke S6,Gold,LEWIS Nyree,GBR,United Kingdom,,Swimming,2004,
Women,100 m Backstroke S7,Gold,HAKONARDOTTIR Kristin,ISL,Iceland,,Swimming,2004,
Women,100 m Backstroke S8,Gold,LEYBOVITCH Keren Or,ISR,Israel,,Swimming,2004,
Women,100 m Backstroke S9,Gold,DIXON Stephanie,CAN,Canada,,Swimming,2004,
Women,100 m Backstroke S10,Gold,RUTHERFORD Mikhaila,USA,United States of America,,Swimming,2004,
Women,100 m Backstroke S11,Gold,DONG Qiming,CHN,China,,Swimming,2004,
Women,100 m Backstroke S12,Gold,ZHU Hongyan,CHN,China,,Swimming,2004,
Women,100 m Backstroke S13,Gold,GOTELL Chelsey,CAN,Canada,,Swimming,2004,
Women,50 m Breaststroke SB3,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2004,
Women,100 m Breaststroke SB4,Gold,HESS Beatrice,FRA,France,,Swimming,2004,
Women,100 m Breaststroke SB5,Gold,BRUHN Kirsten,GER,Germany,,Swimming,2004,
Women,100 m Breaststroke SB6,Gold,BOWEN Sarah,AUS,Australia,,Swimming,2004,
Women,100 m Breaststroke SB7,Gold,POPOVICH Erin,USA,United States of America,,Swimming,2004,
Women,100 m Breaststroke SB8,Gold,EGEBORG Sisse Grynet,DEN,Denmark,,Swimming,2004,
Women,100 m Breaststroke SB9,Gold,COUFALOVA Katerina,CZE,Czechia,,Swimming,2004,
Women,100 m Breaststroke SB11,Gold,BARRETT Elaine,GBR,United Kingdom,,Swimming,2004,
Women,100 m Breaststroke SB12,Gold,GOMEZ Sandra,ESP,Spain,,Swimming,2004,
Women,100 m Breaststroke SB13,Gold,PELENDRITOU Karolina,CYP,Cyprus,,Swimming,2004,
Women,50 m Butterfly S4,Gold,ERIKSON Sandra,SWE,Sweden,,Swimming,2004,
Women,50 m Butterfly S5,Gold,PERALES Teresa,ESP,Spain,,Swimming,2004,
Women,50 m Butterfly S6,Gold,LOISEAU Ludivine,FRA,France,,Swimming,2004,
Women,50 m Butterfly S7,Gold,POPOVICH Erin,USA,United States of America,,Swimming,2004,
Women,100 m Butterfly S8,Gold,CERASUOLO Immacolata,ITA,Italy,,Swimming,2004,
Women,100 m Butterfly S9,Gold,DU TOIT Natalie,RSA,South Africa,,Swimming,2004,
Women,100 m Butterfly S10,Gold,SZCZEPINSKA Magdalena,POL,Poland,,Swimming,2004,
Women,100 m Butterfly S12,Gold,MENDAK Joanna,POL,Poland,,Swimming,2004,
Women,100 m Butterfly S13,Gold,COTE Kirby,CAN,Canada,,Swimming,2004,
Women,150 m Individual Medley SM4,Gold,NARITA Mayumi,JPN,Japan,,Swimming,2004,
Women,200 m Individual Medley SM6,Gold,JONES Natalie,GBR,United Kingdom,,Swimming,2004,
Women,200 m Individual Medley SM7,Gold,POPOVICH Erin,USA,United States of America,,Swimming,2004,
